rowid,sampleid,age,gender
31813,132923,twenties,male
31814,112730,fifties,female
31815,060807,teens,female
31816,026614,teens,male
31817,119942,sixties,male
31818,082604,thirties,male
31819,033695,teens,female
31820,088910,fifties,female
31821,090261,seventies,female
31822,077737,fifties,male
31823,116499,twenties,female
31824,067111,teens,male
31825,055387,fourties,female
31826,048946,thirties,female
31827,052712,sixties,male
31828,135430,fourties,male
31829,000684,sixties,female
31830,102405,sixties,female
31831,008376,seventies,male
31832,086260,twenties,female
31833,042015,thirties,female
31834,057219,thirties,female
31835,095744,fifties,female
31836,048475,fifties,male
31837,142394,twenties,male
31838,132927,fourties,male
31839,049828,fifties,male
31840,028324,sixties,male
31841,091252,seventies,male
31842,082515,fourties,female
31843,054781,twenties,female
31844,093085,sixties,male
31845,066313,fourties,female
31846,029787,seventies,female
31847,041684,twenties,female
31848,112813,teens,female
31849,082901,fifties,male
31850,100964,teens,female
31851,034108,twenties,male
31852,119876,fourties,male
31853,041353,twenties,female
31854,140138,thirties,male
31855,088004,fourties,male
31856,034536,fifties,male
31857,148407,teens,female
31858,033695,teens,female
31859,125682,twenties,male
31860,118725,teens,female
31861,147837,thirties,male
31862,004987,fifties,female
31863,040024,teens,female
31864,128778,fourties,male
31865,108812,fifties,male
31866,089575,twenties,male
31867,077523,thirties,female
31868,110787,seventies,female
31869,066543,twenties,male
31870,014290,thirties,female
31871,064694,teens,male
31872,013855,sixties,female
31873,005445,twenties,female
31874,017408,fifties,male
31875,084766,teens,female
31876,093783,seventies,male
31877,033907,seventies,female
31878,108905,seventies,male
31879,004259,seventies,female
31880,054980,fourties,female
31881,065937,fifties,male
31882,050798,twenties,female
31883,067067,teens,male
31884,097467,fifties,male
31885,024447,teens,female
31886,117314,teens,female
31887,069060,teens,male
31888,123667,seventies,female
31889,084649,teens,female
31890,077156,fourties,female
31891,100438,seventies,male
31892,103187,fourties,male
31893,074003,fourties,female
31894,029466,thirties,male
31895,072821,thirties,male
31896,089874,fifties,male
31897,026953,thirties,male
31898,037796,thirties,female
31899,046634,twenties,male
31900,096107,seventies,male
31901,147479,twenties,male
31902,046656,fourties,male
31903,113875,fourties,female
31904,106331,seventies,male
31905,067741,fifties,male
31906,088279,sixties,female
31907,056335,twenties,male
31908,022069,thirties,female
31909,119481,teens,female
31910,027433,twenties,male
31911,071393,fourties,male
31912,131542,twenties,female
31913,128342,fifties,female
31914,007852,fifties,male
31915,056194,sixties,male
31916,047898,teens,male
31917,051961,fifties,male
31918,102091,sixties,female
31919,097258,fifties,female
31920,106254,seventies,female
31921,120729,twenties,male
31922,137654,fifties,male
31923,142996,teens,female
31924,006933,seventies,female
31925,104316,sixties,female
31926,015804,seventies,female
31927,019706,twenties,male
31928,005136,twenties,male
31929,000134,thirties,female
31930,012975,sixties,male
31931,089502,fifties,female
31932,071303,sixties,female
31933,078626,seventies,female
31934,069121,fourties,male
31935,120286,twenties,male
31936,144856,sixties,female
31937,018171,fifties,male
31938,110816,seventies,female
31939,093145,fifties,male
31940,071290,twenties,female
31941,077747,seventies,female
31942,013977,sixties,male
31943,079491,fourties,female
31944,043267,twenties,male
31945,101633,teens,male
31946,118970,sixties,female
31947,026958,seventies,female
31948,146023,teens,male
31949,133533,teens,female
31950,104843,thirties,female
31951,094225,sixties,male
31952,083384,thirties,female
31953,092904,fifties,male
31954,100289,teens,female
31955,048179,thirties,male
31956,144787,sixties,female
31957,099699,fourties,female
31958,040366,sixties,female
31959,049316,thirties,male
31960,019698,teens,female
31961,011208,twenties,female
31962,099343,seventies,male
31963,035396,teens,female
31964,072578,sixties,male
31965,101193,fifties,female
31966,072125,twenties,male
31967,015409,sixties,female
31968,082403,thirties,female
31969,045360,thirties,female
31970,124949,thirties,male
31971,041321,teens,male
31972,049031,twenties,female
31973,126978,thirties,male
31974,103112,fourties,female
31975,120748,sixties,female
31976,083992,twenties,female
31977,067856,seventies,female
31978,073777,sixties,female
31979,057346,fourties,male
31980,125693,seventies,male
31981,072055,sixties,female
31982,099238,fifties,female
31983,032263,thirties,female
31984,014073,fifties,male
31985,100861,fourties,male
31986,129292,twenties,female
31987,008840,seventies,female
31988,019306,thirties,female
31989,051047,fourties,male
31990,061391,teens,female
31991,031482,fifties,female
31992,094118,teens,female
31993,080540,teens,male
31994,141820,seventies,female
31995,060439,fifties,male
31996,014617,sixties,female
31997,131568,fifties,female
31998,004952,sixties,female
31999,130114,thirties,male
32000,116993,thirties,female
32001,143724,twenties,male
32002,085782,twenties,female
32003,126346,teens,male
32004,017484,twenties,female
32005,036554,thirties,male
32006,094143,twenties,male
32007,005018,fourties,female
32008,015625,seventies,female
32009,072000,sixties,female
32010,031430,seventies,male
32011,076866,teens,male
32012,110787,seventies,female
32013,087428,sixties,female
32014,052987,thirties,female
32015,112084,teens,female
32016,118692,thirties,male
32017,024562,twenties,male
32018,014253,twenties,female
32019,136104,fifties,male
32020,053943,fifties,male
32021,124378,thirties,female
32022,142482,teens,male
32023,122679,seventies,male
32024,015815,seventies,male
32025,026958,seventies,female
32026,062697,fifties,female
32027,118454,sixties,male
32028,117152,seventies,female
32029,062797,sixties,male
32030,095787,fifties,female
32031,054605,fifties,male
32032,015804,seventies,female
32033,125639,thirties,female
32034,062698,fifties,male
32035,127276,sixties,male
32036,024264,fourties,male
32037,129835,sixties,female
32038,064871,thirties,male
32039,147290,twenties,male
32040,117719,sixties,female
32041,092791,fourties,female
32042,139348,sixties,female
32043,092227,sixties,male
32044,011561,fourties,male
32045,096408,thirties,male
32046,044360,fourties,male
32047,128402,fifties,male
32048,043648,sixties,male
32049,058305,fifties,male
32050,055261,twenties,female
32051,119005,thirties,female
32052,061333,teens,male
32053,062825,fourties,male
32054,127347,twenties,female
32055,131047,fifties,female
32056,072792,fourties,male
32057,016314,seventies,male
32058,134141,seventies,male
32059,050035,thirties,female
32060,118066,fifties,male
32061,081262,twenties,female
32062,136920,seventies,male
32063,023205,thirties,male
32064,000828,twenties,female
32065,002856,seventies,male
32066,088334,thirties,female
32067,030567,thirties,female
32068,039130,fourties,female
32069,012255,fifties,male
32070,015409,sixties,female
32071,135239,twenties,female
32072,116701,sixties,female
32073,011282,teens,male
32074,137524,thirties,male
32075,111956,teens,female
32076,041909,sixties,female
32077,078894,teens,male
32078,000805,twenties,male
32079,102196,fifties,female
32080,025531,sixties,male
32081,080006,seventies,male
32082,114872,thirties,female
32083,078695,fourties,male
32084,015792,twenties,male
32085,065096,sixties,male
32086,031780,teens,male
32087,120894,seventies,female
32088,115365,fourties,male
32089,056740,seventies,male
32090,108204,fifties,male
32091,062377,seventies,male
32092,045337,fifties,female
32093,126891,twenties,male
32094,071359,teens,female
32095,114791,fifties,male
32096,064232,fifties,male
32097,088493,thirties,male
32098,130624,fifties,female
32099,074739,seventies,male
32100,051821,seventies,male
32101,033453,fourties,female
32102,062260,thirties,female
32103,095769,seventies,male
32104,125277,fifties,female
32105,123098,fourties,female
32106,097210,fourties,male
32107,090853,thirties,female
32108,103500,fifties,male
32109,092011,fourties,male
32110,124033,fourties,male
32111,002737,twenties,female
32112,113513,fourties,male
32113,120214,seventies,male
32114,061389,twenties,female
32115,107130,seventies,male
32116,102508,fifties,female
32117,103433,teens,male
32118,107333,sixties,male
32119,110430,fourties,male
32120,079811,teens,female
32121,083760,thirties,female
32122,078414,sixties,male
32123,017133,thirties,male
32124,107890,teens,female
32125,124279,seventies,female
32126,145824,fourties,female
32127,018975,thirties,female
32128,127087,fourties,male
32129,062442,fifties,male
32130,010480,fourties,male
32131,069770,fifties,male
32132,148182,teens,male
32133,101140,twenties,female
32134,037485,thirties,male
32135,017935,twenties,male
32136,142207,twenties,female
32137,099926,seventies,female
32138,023452,twenties,male
32139,147574,sixties,female
32140,022814,fourties,male
32141,124279,seventies,female
32142,069655,seventies,female
32143,119008,thirties,male
32144,124669,fourties,male
32145,011328,fourties,male
32146,101621,twenties,male
32147,006152,teens,male
32148,104994,fourties,female
32149,060893,teens,male
32150,145910,teens,female
32151,091121,teens,male
32152,057800,twenties,female
32153,026339,teens,female
32154,068496,seventies,male
32155,022136,twenties,male
32156,047207,twenties,male
32157,110416,seventies,male
32158,066370,fifties,male
32159,098708,fourties,male
32160,090644,twenties,male
32161,041823,sixties,male
32162,143754,thirties,male
32163,063667,seventies,male
32164,087201,seventies,female
32165,066117,sixties,male
32166,001442,twenties,female
32167,140806,fifties,male
32168,009053,fourties,male
32169,035605,seventies,male
32170,094932,thirties,male
32171,129379,seventies,female
32172,010912,twenties,female
32173,112221,twenties,female
32174,002939,seventies,male
32175,129448,fifties,female
32176,139082,fifties,male
32177,025224,fourties,male
32178,139721,teens,female
32179,040348,teens,male
32180,018150,fifties,female
32181,006992,twenties,female
32182,144882,thirties,male
32183,034779,teens,male
32184,044695,twenties,female
32185,012982,twenties,female
32186,017752,seventies,male
32187,078555,fifties,female
32188,114047,fourties,female
32189,063410,thirties,male
32190,146299,twenties,male
32191,073619,thirties,male
32192,116367,teens,female
32193,081228,twenties,male
32194,108773,thirties,female
32195,050447,twenties,female
32196,141699,sixties,male
32197,112205,twenties,male
32198,089373,teens,male
32199,138383,sixties,female
32200,112843,teens,female
32201,033195,teens,male
32202,016428,thirties,female
32203,044977,teens,male
32204,094997,twenties,female
32205,013325,sixties,female
32206,103979,sixties,female
32207,030387,sixties,female
32208,031622,fourties,male
32209,134799,fifties,female
32210,091568,twenties,female
32211,115502,seventies,male
32212,111879,twenties,female
32213,140199,twenties,female
32214,113303,sixties,male
32215,125350,teens,female
32216,127326,sixties,female
32217,079823,seventies,male
32218,097764,seventies,male
32219,122540,fourties,male
32220,121695,seventies,female
32221,131144,teens,male
32222,070306,teens,female
32223,117627,thirties,female
32224,134818,teens,male
32225,122411,thirties,female
32226,100449,twenties,male
32227,142930,seventies,male
32228,088241,thirties,female
32229,074664,sixties,female
32230,126353,seventies,female
32231,005169,teens,male
32232,126053,thirties,male
32233,083475,thirties,male
32234,082237,teens,male
32235,115121,thirties,female
32236,146563,fourties,male
32237,104225,fifties,male
32238,147286,sixties,male
32239,023295,teens,female
32240,004813,twenties,female
32241,138059,fourties,female
32242,037990,fourties,male
32243,042826,teens,male
32244,136371,teens,female
32245,111267,fourties,female
32246,095433,fourties,male
32247,117615,seventies,female
32248,096467,seventies,male
32249,122284,teens,male
32250,063405,seventies,male
32251,041547,thirties,male
32252,109341,fifties,female
32253,137879,seventies,female
32254,033580,thirties,female
32255,081600,seventies,male
32256,040125,fifties,male
32257,028881,fifties,female
32258,010512,thirties,female
32259,029312,sixties,male
32260,066000,fourties,female
32261,075265,thirties,male
32262,081234,teens,female
32263,110652,seventies,male
32264,021376,sixties,female
32265,109032,sixties,female
32266,064826,sixties,male
32267,098129,sixties,male
32268,060697,fifties,female
32269,124581,seventies,female
32270,116804,sixties,male
32271,065197,fourties,male
32272,129354,twenties,male
32273,127233,thirties,male
32274,066476,teens,female
32275,054761,fifties,male
32276,006033,twenties,male
32277,012690,twenties,female
32278,047189,twenties,male
32279,033379,twenties,female
32280,078351,thirties,male
32281,001092,sixties,female
32282,037666,fourties,male
32283,113697,thirties,male
32284,143079,thirties,male
32285,044464,thirties,male
32286,115451,thirties,male
32287,121036,teens,female
32288,049338,fourties,female
32289,069689,seventies,male
32290,045229,fourties,female
32291,077606,fourties,female
32292,006676,twenties,male
32293,104679,thirties,male
32294,051595,twenties,female
32295,134600,fourties,male
32296,142581,teens,female
32297,082045,sixties,male
32298,088063,fourties,female
32299,148312,fifties,female
32300,073684,fourties,male
32301,081296,teens,male
32302,072450,sixties,male
32303,004224,teens,female
32304,141532,fourties,female
32305,093526,fourties,female
32306,011851,fourties,female
32307,081543,sixties,female
32308,053496,fifties,female
32309,128775,thirties,female
32310,010815,twenties,male
32311,007623,sixties,male
32312,069510,sixties,female
32313,027871,teens,male
32314,145663,fourties,male
32315,080145,sixties,female
32316,079329,teens,female
32317,051104,twenties,female
32318,012173,fourties,female
32319,138426,thirties,female
32320,051508,fifties,female
32321,047171,fifties,male
32322,063889,teens,female
32323,034822,thirties,female
32324,114952,seventies,female
32325,102674,seventies,male
32326,072358,thirties,female
32327,126690,twenties,female
32328,065417,sixties,male
32329,085697,sixties,male
32330,007455,twenties,male
32331,068077,fourties,female
32332,136374,thirties,male
32333,107822,seventies,female
32334,087000,thirties,female
32335,093449,twenties,female
32336,140529,seventies,female
32337,103711,teens,male
32338,067358,twenties,female
32339,081108,fourties,female
32340,053740,thirties,male
32341,010797,fifties,female
32342,046873,seventies,male
32343,073172,fourties,male
32344,056941,twenties,male
32345,099868,fourties,male
32346,141234,twenties,female
32347,057432,seventies,female
32348,133693,seventies,male
32349,086412,seventies,female
32350,048001,thirties,male
32351,143560,thirties,female
32352,005031,fourties,female
32353,019701,fourties,female
32354,062587,sixties,male
32355,027969,twenties,female
32356,130903,fourties,male
32357,001870,teens,female
32358,043786,fourties,female
32359,070317,twenties,female
32360,078058,teens,female
32361,042893,fifties,male
32362,105056,teens,female
32363,076916,thirties,female
32364,015012,teens,male
32365,091690,fifties,male
32366,104839,seventies,female
32367,036711,sixties,female
32368,033291,seventies,male
32369,087314,fifties,male
32370,095653,fourties,female
32371,037277,sixties,female
32372,056028,thirties,male
32373,026064,sixties,male
32374,124465,fourties,male
32375,077985,thirties,male
32376,110293,fourties,female
32377,106154,fourties,female
32378,072806,fifties,female
32379,056703,seventies,female
32380,030833,twenties,male
32381,142439,teens,male
32382,129648,fourties,female
32383,070693,thirties,male
32384,019900,sixties,female
32385,094168,twenties,female
32386,141119,fifties,male
32387,001636,thirties,male
32388,136139,fourties,male
32389,047973,thirties,male
32390,035893,sixties,female
32391,074722,twenties,female
32392,066204,teens,male
32393,014208,teens,female
32394,030559,fourties,male
32395,124389,twenties,female
32396,063017,thirties,female
32397,027827,thirties,female
32398,142131,fifties,female
32399,042375,fourties,male
32400,015972,sixties,female
32401,116442,teens,male
32402,116738,seventies,male
32403,087412,thirties,female
32404,010674,teens,female
32405,023698,sixties,female
32406,093679,seventies,female
32407,144155,sixties,female
32408,030111,teens,male
32409,019471,fourties,female
32410,143520,seventies,male
32411,029111,twenties,female
32412,110253,sixties,female
32413,055087,fifties,female
32414,118519,sixties,male
32415,126938,seventies,female
32416,003875,seventies,male
32417,070246,fourties,female
32418,051228,seventies,female
32419,094089,fourties,female
32420,117152,seventies,female
32421,053192,seventies,female
32422,143743,thirties,male
32423,053863,thirties,female
32424,140779,twenties,male
32425,089951,twenties,male
32426,118952,thirties,male
32427,064916,fourties,male
32428,092619,sixties,male
32429,038666,thirties,male
32430,126871,seventies,male
32431,035405,sixties,male
32432,096507,seventies,female
32433,017469,fifties,male
32434,034092,fourties,female
32435,060774,fourties,female
32436,036609,fifties,male
32437,004439,fifties,female
32438,049409,fourties,male
32439,025437,teens,male
32440,024495,twenties,male
32441,148401,thirties,female
32442,109511,seventies,female
32443,111646,sixties,male
32444,052972,twenties,male
32445,074504,seventies,male
32446,092982,thirties,male
32447,072692,fifties,male
32448,138605,fourties,male
32449,090563,sixties,female
32450,056822,thirties,female
32451,125087,teens,female
32452,025642,sixties,male
32453,081490,teens,male
32454,054551,seventies,female
32455,094843,thirties,female
32456,133191,fourties,female
32457,139281,teens,female
32458,023160,twenties,female
32459,005361,sixties,female
32460,110787,seventies,female
32461,083624,fourties,male
32462,001805,teens,male
32463,027119,fourties,female
32464,003332,fifties,female
32465,004969,seventies,female
32466,083553,thirties,male
32467,063289,twenties,female
32468,123290,thirties,female
32469,040128,teens,female
32470,125864,twenties,female
32471,068589,twenties,female
32472,021097,thirties,male
32473,029379,teens,male
32474,002312,sixties,female
32475,098772,seventies,female
32476,100275,fourties,male
32477,088091,fourties,male
32478,024352,sixties,male
32479,104512,twenties,male
32480,101749,fifties,male
32481,045875,thirties,female
32482,016785,sixties,male
32483,051228,seventies,female
32484,089249,sixties,female
32485,072970,thirties,male
32486,125729,teens,female
32487,023174,fifties,female
32488,079413,teens,male
32489,123820,thirties,female
32490,007109,fifties,female
32491,110952,thirties,female
32492,018237,fourties,female
32493,023638,sixties,male
32494,061505,fifties,female
32495,102914,thirties,female
32496,052631,fourties,female
32497,114952,seventies,female
32498,103892,seventies,male
32499,078128,thirties,female
32500,091229,seventies,male
32501,011935,teens,female
32502,000180,sixties,male
32503,085438,sixties,male
32504,032433,thirties,female
32505,015689,teens,male
32506,088194,seventies,male
32507,106468,twenties,male
32508,080908,teens,male
32509,072102,teens,female
32510,096982,teens,male
32511,136243,fourties,male
32512,009180,seventies,female
32513,086915,seventies,female
32514,141230,fourties,female
32515,116666,seventies,female
32516,119087,fifties,male
32517,032814,fourties,male
32518,133085,sixties,male
32519,034901,teens,female
32520,033192,thirties,female
32521,144122,fifties,male
32522,052451,seventies,female
32523,089996,thirties,female
32524,053879,fourties,female
32525,105043,seventies,male
32526,140744,sixties,female
32527,076753,seventies,male
32528,136163,teens,male
32529,109374,fourties,male
32530,021411,thirties,female
32531,086853,teens,male
32532,092510,fifties,male
32533,124279,seventies,female
32534,001291,fifties,male
32535,023433,sixties,female
32536,036974,sixties,female
32537,110116,fourties,female
32538,018517,twenties,female
32539,051962,twenties,male
32540,070142,fifties,female
32541,032328,fourties,female
32542,099026,fifties,male
32543,046768,fifties,female
32544,110636,sixties,male
32545,012506,sixties,male
32546,046218,fifties,female
32547,129933,sixties,male
32548,002685,fourties,female
32549,084024,teens,male
32550,134589,fifties,female
32551,139288,seventies,male
32552,127683,fifties,female
32553,116937,fourties,male
32554,038049,thirties,male
32555,138783,twenties,male
32556,122513,twenties,female
32557,001296,teens,female
32558,008630,sixties,female
32559,019307,thirties,female
32560,006847,teens,male
32561,140301,sixties,female
32562,133475,seventies,female
32563,083519,sixties,female
32564,129379,seventies,female
32565,067649,sixties,female
32566,130848,fifties,female
32567,120846,thirties,male
32568,146754,fifties,female
32569,072755,seventies,female
32570,033996,seventies,male
32571,124880,thirties,female
32572,062559,twenties,female
32573,008416,sixties,male
32574,002817,teens,male
32575,023160,twenties,female
32576,147675,teens,female
32577,137264,seventies,female
32578,018897,sixties,female
32579,031094,teens,male
32580,108110,thirties,female
32581,049352,seventies,male
32582,040411,sixties,female
32583,082949,teens,male
32584,074699,seventies,male
32585,109497,fourties,male
32586,106905,thirties,female
32587,080983,teens,female
32588,119118,seventies,female
32589,061409,seventies,male
32590,067415,fifties,female
32591,055841,teens,female
32592,132635,twenties,female
32593,053192,seventies,female
32594,050838,teens,female
32595,083094,fifties,male
32596,020307,fourties,female
32597,133467,sixties,male
32598,097704,sixties,male
32599,029374,fourties,male
32600,080845,teens,male
32601,117558,twenties,male
32602,091779,thirties,male
32603,031765,sixties,female
32604,074962,fourties,female
32605,077434,sixties,male
32606,003592,fourties,female
32607,036047,teens,female
32608,004969,seventies,female
32609,074739,seventies,male
32610,093793,teens,female
32611,128366,twenties,male
32612,120618,fourties,male
32613,140709,fifties,female
32614,077470,fifties,female
32615,096500,teens,female
32616,137872,fourties,male
32617,076279,seventies,male
32618,101235,teens,female
32619,033462,fifties,female
32620,124686,seventies,male
32621,033390,seventies,female
32622,060299,twenties,male
32623,018649,seventies,female
32624,075404,thirties,male
32625,137552,fifties,male
32626,090128,teens,female
32627,046570,fourties,male
32628,107822,seventies,female
32629,027769,thirties,female
32630,079322,twenties,male
32631,048952,thirties,male
32632,063629,fourties,female
32633,104421,twenties,female
32634,134443,fifties,female
32635,048522,twenties,male
32636,039000,thirties,female
32637,107211,twenties,male
32638,016636,twenties,female
32639,069302,fourties,female
32640,102903,thirties,male
32641,141758,fourties,male
32642,050699,sixties,female
32643,021271,twenties,female
32644,017937,thirties,female
32645,146485,twenties,female
32646,098790,twenties,female
32647,013453,fourties,male
32648,100992,fourties,female
32649,075366,thirties,female
32650,048282,teens,female
32651,036820,seventies,male
32652,017119,fourties,male
32653,063629,fourties,female
32654,118684,twenties,male
32655,075183,twenties,female
32656,006655,fourties,male
32657,143277,twenties,male
32658,118970,sixties,female
32659,134975,fourties,male
32660,138267,twenties,male
32661,145973,thirties,female
32662,125525,sixties,female
32663,059309,twenties,female
32664,058780,twenties,male
32665,123995,seventies,female
32666,121707,fifties,male
32667,031600,fifties,male
32668,066226,seventies,male
32669,115772,fifties,male
32670,006488,twenties,female
32671,144832,twenties,female
32672,040509,sixties,male
32673,082163,fourties,male
32674,025637,fifties,male
32675,142789,fourties,male
32676,144351,twenties,male
32677,075171,twenties,male
32678,084411,teens,female
32679,114904,fifties,male
32680,143715,sixties,female
32681,018344,sixties,female
32682,021121,sixties,male
32683,069376,twenties,female
32684,070511,sixties,male
32685,029240,fifties,female
32686,000909,fifties,female
32687,012194,twenties,female
32688,020489,teens,female
32689,063510,fourties,female
32690,053292,fourties,male
32691,002320,thirties,male
32692,074524,thirties,female
32693,066611,twenties,female
32694,087091,thirties,male
32695,008492,seventies,female
32696,037975,teens,male
32697,022029,twenties,male
32698,036033,sixties,female
32699,104520,teens,male
32700,099926,seventies,female
32701,080772,seventies,male
32702,127501,thirties,female
32703,071589,fifties,male
32704,101434,sixties,female
32705,109482,seventies,female
32706,010261,sixties,female
32707,142167,sixties,female
32708,023303,fourties,male
32709,144214,teens,male
32710,008793,fourties,male
32711,052832,fourties,female
32712,057832,sixties,female
32713,074102,sixties,female
32714,143521,thirties,male
32715,073571,twenties,male
32716,132985,thirties,male
32717,137775,fourties,male
32718,041484,fifties,female
32719,109414,thirties,female
32720,132207,seventies,male
32721,124487,sixties,female
32722,097558,fifties,female
32723,010164,fourties,male
32724,030718,twenties,male
32725,021715,sixties,male
32726,116922,sixties,male
32727,066352,fourties,male
32728,000321,teens,female
32729,122978,teens,female
32730,050645,teens,female
32731,087378,fifties,female
32732,123122,thirties,female
32733,035005,thirties,male
32734,058862,thirties,male
32735,079786,twenties,female
32736,062614,twenties,female
32737,103430,sixties,female
32738,071111,sixties,male
32739,070745,twenties,female
32740,034983,teens,female
32741,015963,fifties,female
32742,119948,sixties,male
32743,006447,thirties,female
32744,055448,sixties,male
32745,066766,thirties,female
32746,049739,twenties,male
32747,147873,sixties,male
32748,074581,teens,male
32749,024301,twenties,female
32750,107212,fifties,male
32751,125651,fourties,male
32752,004550,twenties,female
32753,066429,twenties,male
32754,128338,seventies,male
32755,019517,fifties,female
32756,028060,thirties,female
32757,034777,fifties,male
32758,004686,teens,female
32759,072401,twenties,male
32760,103531,fourties,female
32761,067597,seventies,male
32762,004194,twenties,male
32763,077346,twenties,female
32764,104212,fourties,female
32765,028025,fifties,female
32766,012096,fifties,female
32767,007997,teens,female
32768,099251,fifties,female
32769,078985,seventies,male
32770,117627,thirties,female
32771,038218,seventies,male
32772,143578,sixties,male
32773,144584,fourties,male
32774,098143,thirties,male
32775,042714,seventies,female
32776,031953,fourties,male
32777,023698,sixties,female
32778,104839,seventies,female
32779,033566,twenties,female
32780,116429,seventies,female
32781,126671,teens,male
32782,083317,fifties,male
32783,032906,thirties,male
32784,048318,twenties,female
32785,122192,seventies,male
32786,143260,seventies,female
32787,028960,sixties,female
32788,013724,fourties,male
32789,058833,fourties,male
32790,109621,teens,male
32791,052451,seventies,female
32792,005413,twenties,female
32793,036735,thirties,male
32794,004030,seventies,female
32795,083122,fifties,female
32796,026307,twenties,male
32797,052966,teens,male
32798,003485,fifties,female
32799,022446,twenties,male
32800,133693,seventies,male
32801,028039,teens,female
32802,066000,fourties,female
32803,057149,fifties,female
32804,048505,teens,male
32805,115749,sixties,female
32806,056715,seventies,male
32807,064101,fourties,female
32808,068425,teens,male
32809,121454,fourties,male
32810,115661,twenties,female
32811,136095,fourties,male
32812,137669,fourties,female
32813,052301,twenties,male
32814,048339,thirties,male
32815,136687,twenties,female
32816,145975,teens,female
32817,114799,teens,male
32818,117324,seventies,male
32819,025613,fourties,female
32820,079290,thirties,female
32821,122514,teens,male
32822,134504,seventies,female
32823,033984,fourties,female
32824,055739,teens,female
32825,088105,sixties,female
32826,090499,seventies,female
32827,023660,twenties,male
32828,011851,fourties,female
32829,053601,sixties,female
32830,120981,twenties,male
32831,045152,teens,female
32832,037637,sixties,female
32833,097495,thirties,female
32834,074432,teens,male
32835,098408,twenties,female
32836,035308,seventies,female
32837,121710,teens,male
32838,075908,twenties,female
32839,136798,seventies,female
32840,132033,thirties,male
32841,128901,thirties,male
32842,138704,seventies,male
32843,019428,fifties,male
32844,017045,fourties,male
32845,061537,seventies,female
32846,146497,teens,female
32847,110733,thirties,female
32848,147081,seventies,male
32849,144454,sixties,male
32850,030745,thirties,male
32851,118815,fourties,male
32852,053363,teens,male
32853,064862,sixties,female
32854,046202,twenties,male
32855,057422,fifties,male
32856,007388,twenties,male
32857,078140,fifties,female
32858,056243,fourties,female
32859,061386,seventies,male
32860,018576,sixties,female
32861,032835,fifties,female
32862,143181,fifties,male
32863,063543,fifties,female
32864,143685,fifties,female
32865,040145,seventies,male
32866,114935,sixties,male
32867,010215,teens,female
32868,130522,teens,female
32869,139528,seventies,female
32870,050333,sixties,male
32871,129570,teens,male
32872,126230,teens,female
32873,112999,thirties,female
32874,031274,seventies,female
32875,078715,thirties,male
32876,119549,fifties,female
32877,065763,teens,male
32878,127433,twenties,female
32879,107702,teens,male
32880,092755,twenties,female
32881,132942,sixties,male
32882,061324,twenties,female
32883,136112,twenties,male
32884,004259,seventies,female
32885,107287,fourties,male
32886,097899,fifties,female
32887,088194,seventies,male
32888,081366,seventies,female
32889,081346,twenties,male
32890,008880,teens,female
32891,094275,fifties,female
32892,005975,fourties,female
32893,078471,teens,female
32894,005787,twenties,male
32895,010216,sixties,male
32896,076159,twenties,female
32897,123615,twenties,male
32898,050244,twenties,female
32899,126909,sixties,female
32900,016412,sixties,female
32901,011209,teens,male
32902,017534,teens,female
32903,129526,seventies,female
32904,097744,twenties,female
32905,094540,fifties,female
32906,129050,thirties,male
32907,006670,fifties,female
32908,063076,sixties,male
32909,126843,fifties,male
32910,031663,sixties,male
32911,013078,sixties,male
32912,130215,fourties,male
32913,092163,fourties,male
32914,126043,fifties,male
32915,077038,teens,female
32916,105153,thirties,male
32917,010032,fourties,male
32918,046260,fifties,female
32919,051228,seventies,female
32920,015625,seventies,female
32921,133677,twenties,male
32922,007418,sixties,male
32923,075932,teens,female
32924,124246,fourties,male
32925,016867,thirties,female
32926,127378,fifties,male
32927,058589,fourties,female
32928,042640,twenties,female
32929,008392,twenties,female
32930,140993,thirties,male
32931,070203,seventies,female
32932,042646,thirties,male
32933,044441,thirties,female
32934,057455,twenties,female
32935,143379,twenties,female
32936,061558,fifties,male
32937,104958,teens,female
32938,111404,teens,female
32939,133718,teens,male
32940,111518,sixties,female
32941,056150,seventies,male
32942,076866,teens,male
32943,000845,teens,male
32944,056173,fourties,male
32945,088386,thirties,female
32946,066046,fifties,female
32947,116647,fourties,female
32948,118283,sixties,female
32949,064960,seventies,male
32950,061537,seventies,female
32951,113903,sixties,female
32952,040354,teens,male
32953,047820,sixties,male
32954,140696,sixties,female
32955,079207,twenties,male
32956,076426,twenties,male
32957,044041,twenties,male
32958,057492,thirties,female
32959,126316,teens,female
32960,065004,fourties,female
32961,089573,fifties,female
32962,015748,seventies,male
32963,141420,teens,female
32964,083547,fourties,male
32965,071213,thirties,male
32966,006933,seventies,female
32967,004601,twenties,male
32968,110632,sixties,female
32969,012704,sixties,male
32970,058750,thirties,male
32971,019623,twenties,female
32972,100064,sixties,male
32973,138103,sixties,male
32974,113767,sixties,male
32975,041707,fifties,female
32976,104707,fifties,male
32977,137482,twenties,female
32978,131478,sixties,female
32979,088810,fourties,female
32980,013526,fourties,female
32981,006864,fifties,male
32982,076596,thirties,male
32983,119749,fourties,male
32984,067541,sixties,female
32985,092349,teens,female
32986,123096,fifties,female
32987,016418,thirties,female
32988,142072,thirties,male
32989,064390,fifties,female
32990,121088,thirties,male
32991,079467,thirties,female
