rowid,sampleid,age,gender
23482,115844,fifties,male
23483,148207,thirties,male
23484,102863,fourties,female
23485,103307,twenties,male
23486,135950,fourties,male
23487,136344,thirties,male
23488,067811,thirties,male
23489,147211,twenties,female
23490,032787,fifties,male
23491,018424,fifties,female
23492,030534,fifties,female
23493,013664,fourties,male
23494,123660,fourties,female
23495,072118,fourties,female
23496,132551,twenties,female
23497,033689,fifties,female
23498,010505,teens,male
23499,099948,twenties,female
23500,143207,twenties,male
23501,101250,twenties,male
23502,027969,twenties,female
23503,122222,twenties,male
23504,092020,thirties,male
23505,078893,sixties,male
23506,067495,twenties,male
23507,034906,thirties,male
23508,112893,fourties,male
23509,106988,twenties,male
23510,141589,twenties,male
23511,057134,twenties,male
23512,075997,teens,male
23513,147310,twenties,male
23514,133218,fourties,male
23515,037201,thirties,male
23516,081530,fourties,male
23517,058759,twenties,male
23518,088301,thirties,male
23519,028278,twenties,male
23520,084498,fourties,male
23521,062749,fifties,female
23522,065425,twenties,male
23523,103152,fifties,female
23524,130661,twenties,female
23525,056216,teens,female
23526,030304,thirties,male
23527,028762,twenties,male
23528,057398,twenties,male
23529,071062,fifties,female
23530,087274,thirties,female
23531,033018,sixties,female
23532,058069,fifties,female
23533,096343,thirties,male
23534,072287,twenties,male
23535,077688,fourties,male
23536,042556,twenties,male
23537,068452,sixties,male
23538,060113,fifties,male
23539,048622,fourties,male
23540,135138,twenties,male
23541,049023,sixties,male
23542,084639,twenties,male
23543,128128,sixties,male
23544,142491,fifties,female
23545,023100,twenties,male
23546,014687,fourties,male
23547,109482,seventies,female
23548,120313,twenties,male
23549,127031,thirties,male
23550,086538,fifties,female
23551,088748,teens,male
23552,009983,thirties,female
23553,062392,fourties,male
23554,057021,sixties,male
23555,028214,twenties,male
23556,130610,seventies,male
23557,065580,thirties,female
23558,035408,twenties,male
23559,010608,twenties,female
23560,007661,thirties,female
23561,036251,thirties,male
23562,011058,twenties,male
23563,090003,fourties,male
23564,103869,fourties,male
23565,010803,twenties,male
23566,118738,sixties,male
23567,007561,thirties,female
23568,056164,sixties,male
23569,080868,twenties,female
23570,038773,twenties,male
23571,013611,thirties,male
23572,061991,twenties,male
23573,036467,twenties,female
23574,069814,twenties,male
23575,148049,fifties,male
23576,008152,fifties,male
23577,053452,fifties,male
23578,133937,teens,male
23579,058397,twenties,male
23580,023104,thirties,male
23581,077879,fourties,male
23582,046660,fifties,male
23583,060372,thirties,female
23584,010509,thirties,male
23585,000841,twenties,female
23586,038962,twenties,male
23587,052503,fifties,male
23588,102279,seventies,male
23589,034783,twenties,male
23590,044317,thirties,female
23591,083395,twenties,male
23592,098527,thirties,male
23593,125489,fifties,female
23594,014181,sixties,male
23595,028326,fourties,male
23596,027337,twenties,female
23597,128627,fifties,male
23598,003974,fifties,male
23599,140488,fifties,female
23600,033968,fifties,male
23601,043505,twenties,male
23602,099537,thirties,male
23603,099226,twenties,male
23604,131620,seventies,male
23605,004594,teens,male
23606,129543,teens,male
23607,125277,fifties,female
23608,047902,twenties,male
23609,115003,twenties,female
23610,034409,teens,female
23611,096487,twenties,male
23612,093999,fifties,female
23613,009277,fifties,male
23614,002958,twenties,male
23615,046893,teens,male
23616,049428,twenties,male
23617,075220,fifties,male
23618,011190,fifties,female
23619,034600,teens,male
23620,054418,twenties,male
23621,145163,fourties,male
23622,000143,fourties,male
23623,146920,twenties,male
23624,127883,fourties,male
23625,049806,fifties,female
23626,141080,twenties,female
23627,033343,thirties,male
23628,087906,seventies,male
23629,069712,twenties,male
23630,017375,fifties,male
23631,136686,thirties,male
23632,047055,fourties,male
23633,134419,teens,male
23634,067253,thirties,male
23635,070909,twenties,male
23636,036573,fifties,male
23637,118264,thirties,male
23638,057671,twenties,male
23639,043419,twenties,female
23640,099871,seventies,male
23641,001852,fifties,male
23642,032327,thirties,male
23643,056424,fourties,male
23644,141113,twenties,male
23645,098901,twenties,male
23646,108798,twenties,male
23647,021135,fifties,female
23648,131899,twenties,male
23649,134182,thirties,male
23650,025217,sixties,male
23651,017971,thirties,male
23652,085949,fifties,female
23653,093230,thirties,male
23654,098700,twenties,male
23655,141424,fifties,male
23656,011433,fourties,male
23657,027392,fifties,male
23658,137913,twenties,male
23659,121227,thirties,male
23660,088818,twenties,male
23661,069678,thirties,male
23662,109381,thirties,female
23663,101552,seventies,male
23664,033043,teens,male
23665,090259,teens,male
23666,083828,twenties,female
23667,030335,fifties,male
23668,102895,twenties,male
23669,113922,fourties,male
23670,053136,thirties,female
23671,049795,fourties,female
23672,104097,sixties,male
23673,018487,thirties,female
23674,010211,twenties,male
23675,068892,twenties,male
23676,084775,thirties,male
23677,118570,twenties,male
23678,108198,teens,male
23679,050397,thirties,male
23680,021015,fifties,male
23681,021159,twenties,male
23682,016294,fifties,male
23683,110076,twenties,female
23684,127952,sixties,male
23685,019588,fifties,female
23686,113480,thirties,male
23687,028177,fourties,male
23688,100580,fourties,male
23689,029697,thirties,male
23690,142132,thirties,female
23691,069500,sixties,male
23692,125229,thirties,male
23693,048193,thirties,female
23694,061308,fifties,male
23695,058884,twenties,male
23696,146948,fourties,female
23697,136021,thirties,male
23698,000132,twenties,male
23699,088914,fifties,male
23700,109903,thirties,male
23701,042061,fifties,male
23702,034249,sixties,male
23703,077771,thirties,male
23704,102162,twenties,male
23705,011113,thirties,male
23706,026525,fifties,female
23707,033069,thirties,female
23708,076765,thirties,male
23709,101654,fourties,male
23710,102009,thirties,female
23711,104939,sixties,male
23712,030774,twenties,female
23713,018390,twenties,female
23714,014401,teens,female
23715,098034,twenties,male
23716,111984,thirties,male
23717,120901,sixties,male
23718,005610,twenties,male
23719,069789,thirties,male
23720,081063,fifties,male
23721,146312,thirties,male
23722,063787,fourties,male
23723,000822,fifties,female
23724,137901,twenties,male
23725,027673,fourties,male
23726,066954,twenties,male
23727,028279,sixties,male
23728,041986,thirties,male
23729,090603,teens,female
23730,102775,twenties,male
23731,113447,fourties,male
23732,052039,thirties,female
23733,045512,fifties,female
23734,038767,twenties,male
23735,136294,teens,male
23736,000773,twenties,male
23737,008646,fifties,male
23738,022969,fifties,female
23739,130893,thirties,female
23740,084614,twenties,male
23741,005855,fourties,male
23742,107183,twenties,male
23743,067891,fifties,female
23744,038842,teens,male
23745,129384,fourties,male
23746,001981,fifties,female
23747,121918,thirties,male
23748,135414,thirties,male
23749,043930,teens,male
23750,005833,fifties,female
23751,021082,twenties,male
23752,046455,sixties,female
23753,010158,twenties,male
23754,049214,twenties,male
23755,102888,sixties,male
23756,059272,twenties,female
23757,111899,thirties,male
23758,096907,thirties,male
23759,067644,twenties,male
23760,137843,thirties,male
23761,080346,thirties,male
23762,052057,fourties,male
23763,005277,fourties,male
23764,011502,sixties,male
23765,071602,twenties,male
23766,059774,thirties,male
23767,041253,thirties,male
23768,128325,thirties,male
23769,064993,twenties,male
23770,089571,fourties,male
23771,093570,fourties,female
23772,138430,fourties,male
23773,008463,seventies,male
23774,005092,twenties,male
23775,119981,thirties,male
23776,111670,thirties,female
23777,062128,fourties,male
23778,139348,sixties,female
23779,106325,fifties,male
23780,125217,twenties,male
23781,108935,twenties,male
23782,091198,fifties,female
23783,146838,fourties,female
23784,019509,sixties,male
23785,039893,thirties,male
23786,121207,fourties,male
23787,119371,thirties,male
23788,041508,twenties,male
23789,137950,thirties,male
23790,021927,fourties,female
23791,121629,fourties,female
23792,013218,twenties,male
23793,028396,twenties,male
23794,057576,teens,male
23795,067970,thirties,male
23796,012765,fifties,male
23797,072234,fifties,male
23798,038781,teens,female
23799,051596,twenties,male
23800,068025,fifties,female
23801,099251,fifties,female
23802,022018,teens,male
23803,038349,fourties,male
23804,006737,thirties,male
23805,014280,thirties,female
23806,083454,fifties,female
23807,129792,thirties,male
23808,137282,sixties,male
23809,117071,thirties,female
23810,039205,thirties,male
23811,022254,teens,male
23812,067562,twenties,male
23813,129444,thirties,male
23814,055241,twenties,male
23815,082183,thirties,male
23816,056207,fourties,female
23817,027191,thirties,male
23818,009325,sixties,male
23819,022566,twenties,male
23820,107140,teens,male
23821,147817,sixties,male
23822,133074,twenties,male
23823,023767,twenties,male
23824,131665,fifties,male
23825,005569,twenties,male
23826,011362,thirties,male
23827,016990,twenties,male
23828,044213,twenties,male
23829,052504,twenties,male
23830,117110,thirties,female
23831,071291,fifties,female
23832,019284,fifties,female
23833,070990,fourties,male
23834,131545,thirties,female
23835,066499,twenties,male
23836,061332,twenties,male
23837,023995,sixties,male
23838,074893,teens,female
23839,132907,twenties,male
23840,008510,fifties,male
23841,023714,fifties,female
23842,016973,thirties,male
23843,141100,thirties,female
23844,062986,fifties,female
23845,142221,fourties,male
23846,131476,fifties,male
23847,100556,twenties,male
23848,055508,twenties,male
23849,146523,thirties,male
23850,133617,fifties,female
23851,106476,seventies,male
23852,040273,thirties,female
23853,038113,twenties,male
23854,050135,thirties,male
23855,061645,sixties,female
23856,031505,thirties,female
23857,058643,sixties,male
23858,110094,twenties,male
23859,042935,twenties,female
23860,079056,twenties,male
23861,120902,fifties,male
23862,064792,thirties,male
23863,105436,thirties,male
23864,020184,twenties,male
23865,002702,twenties,male
23866,094451,fourties,male
23867,070383,twenties,male
23868,067198,twenties,male
23869,042625,twenties,female
23870,141885,teens,male
23871,008921,thirties,male
23872,143878,fifties,male
23873,001000,twenties,female
23874,140754,twenties,male
23875,027727,twenties,male
23876,047893,fourties,male
23877,042548,sixties,female
23878,082710,thirties,male
23879,055216,twenties,male
23880,142300,twenties,male
23881,110170,fifties,male
23882,037149,twenties,male
23883,110620,fifties,female
23884,125396,thirties,male
23885,003088,thirties,male
23886,096732,fifties,female
23887,018334,thirties,male
23888,033278,fifties,male
23889,147539,twenties,male
23890,113231,thirties,male
23891,040321,thirties,female
23892,079274,fifties,male
23893,028340,twenties,male
23894,059788,twenties,male
23895,119641,twenties,female
23896,123812,fourties,male
23897,026487,fifties,female
23898,116869,twenties,female
23899,101548,fourties,male
23900,029044,thirties,male
23901,136033,thirties,male
23902,019864,fifties,male
23903,117252,thirties,male
23904,125950,twenties,male
23905,108007,twenties,female
23906,035055,seventies,male
23907,058272,twenties,male
23908,071657,twenties,female
23909,083797,twenties,male
23910,043791,twenties,male
23911,138687,fourties,male
23912,021620,thirties,male
23913,095862,twenties,male
23914,036702,teens,male
23915,068240,fifties,male
23916,040275,thirties,female
23917,002939,seventies,male
23918,066479,thirties,male
23919,063932,twenties,female
23920,015824,thirties,female
23921,146508,teens,male
23922,058847,fourties,male
23923,090345,fourties,male
23924,067758,thirties,male
23925,095868,fifties,female
23926,026123,thirties,male
23927,090137,seventies,male
23928,088821,twenties,male
23929,009406,sixties,female
23930,103936,thirties,female
23931,032483,fourties,male
23932,096210,twenties,male
23933,062745,thirties,male
23934,111302,twenties,male
23935,052320,thirties,male
23936,024949,teens,male
23937,061947,fourties,male
23938,085991,fourties,male
23939,003132,twenties,male
23940,058374,sixties,male
23941,100950,twenties,male
23942,102371,twenties,female
23943,132445,fifties,female
23944,017776,fifties,female
23945,045854,twenties,male
23946,065152,twenties,male
23947,101798,twenties,female
23948,040018,fifties,male
23949,053939,twenties,female
23950,000525,twenties,male
23951,048008,twenties,male
23952,034172,thirties,male
23953,005366,fifties,male
23954,148041,thirties,male
23955,087136,twenties,male
23956,088214,twenties,male
23957,123217,thirties,male
23958,069235,fifties,male
23959,143493,fourties,male
23960,119563,thirties,male
23961,057094,thirties,male
23962,028133,thirties,male
23963,127991,twenties,male
23964,147665,twenties,male
23965,023406,sixties,female
23966,105612,twenties,male
23967,113919,fourties,female
23968,126771,twenties,male
23969,114899,twenties,male
23970,128082,twenties,male
23971,064186,fifties,male
23972,057971,twenties,male
23973,102035,twenties,male
23974,109245,teens,male
23975,093619,seventies,male
23976,024874,fourties,male
23977,103366,thirties,female
23978,093995,fifties,female
23979,036273,twenties,male
23980,129089,twenties,male
23981,104233,fifties,female
23982,094350,fifties,female
23983,129835,sixties,female
23984,015707,twenties,male
23985,143564,teens,male
23986,056428,thirties,female
23987,118515,twenties,male
23988,071458,twenties,male
23989,141006,twenties,male
23990,007694,thirties,male
23991,101307,fourties,male
23992,002301,twenties,male
23993,013986,twenties,male
23994,116914,sixties,male
23995,104121,teens,male
23996,017112,thirties,female
23997,116006,thirties,male
23998,004392,twenties,male
23999,011643,twenties,female
24000,036353,fifties,female
24001,082243,fourties,male
24002,022686,fourties,male
24003,033222,twenties,male
24004,112385,twenties,female
24005,039900,thirties,female
24006,019564,fourties,male
24007,112192,fourties,male
24008,015986,sixties,female
24009,121631,teens,male
24010,047279,thirties,male
24011,053449,thirties,male
24012,085585,twenties,female
24013,070972,twenties,male
24014,047082,thirties,male
24015,060788,fourties,male
24016,007113,seventies,male
24017,061823,twenties,female
24018,013979,fourties,male
24019,009552,twenties,male
24020,037211,thirties,male
24021,059483,twenties,male
24022,115042,twenties,male
24023,059905,fifties,male
24024,140806,fifties,male
24025,032209,twenties,male
24026,060886,fourties,male
24027,013569,twenties,female
24028,111466,thirties,female
24029,029497,thirties,male
24030,072639,teens,male
24031,067808,fourties,male
24032,016977,thirties,male
24033,086854,sixties,male
24034,132643,twenties,female
24035,058402,twenties,male
24036,045870,twenties,female
24037,090628,twenties,male
24038,007622,sixties,male
24039,140320,teens,male
24040,128657,fifties,male
24041,062825,fourties,male
24042,007880,fourties,male
24043,134469,twenties,male
24044,123779,fifties,female
24045,142441,fourties,male
24046,020238,fifties,male
24047,019364,twenties,female
24048,037852,fourties,male
24049,117108,seventies,male
24050,071932,fourties,male
24051,007144,twenties,male
24052,058625,fourties,male
24053,106262,thirties,male
24054,062961,twenties,male
24055,057159,fifties,female
24056,042232,fourties,male
24057,041807,thirties,female
24058,148109,twenties,female
24059,069929,fifties,male
24060,074932,twenties,male
24061,085875,twenties,male
24062,060173,seventies,male
24063,126967,twenties,female
24064,023200,thirties,male
24065,118286,sixties,female
24066,146215,thirties,male
24067,104982,fifties,female
24068,007778,thirties,male
24069,132780,twenties,male
24070,097262,thirties,female
24071,116507,twenties,male
24072,027730,thirties,female
24073,096082,fifties,female
24074,035310,teens,male
24075,093373,teens,female
24076,104575,thirties,female
24077,022536,fifties,female
24078,111133,thirties,male
24079,144845,twenties,male
24080,067641,twenties,male
24081,133312,seventies,female
24082,009345,thirties,male
24083,045933,twenties,male
24084,050826,twenties,male
24085,073663,thirties,female
24086,094453,twenties,male
24087,099549,fourties,male
24088,076038,twenties,male
24089,104196,thirties,male
24090,037176,fifties,female
24091,074804,fourties,male
24092,002476,twenties,male
24093,002390,twenties,male
24094,020950,fifties,male
24095,078450,twenties,male
24096,112487,thirties,female
24097,055749,twenties,male
24098,138667,thirties,female
24099,066431,fifties,female
24100,042152,fourties,male
24101,113315,twenties,male
24102,022508,fifties,male
24103,000536,twenties,male
24104,044934,thirties,female
24105,097371,sixties,male
24106,043718,fourties,male
24107,086262,fifties,male
24108,066796,twenties,male
24109,015019,thirties,male
24110,012468,fifties,male
24111,081747,twenties,male
24112,028347,fifties,male
24113,051586,thirties,female
24114,147345,thirties,male
24115,080701,thirties,female
24116,082854,seventies,male
24117,095184,fifties,male
24118,034495,twenties,male
24119,071414,sixties,male
24120,109456,fourties,female
24121,002772,fourties,male
24122,063502,thirties,male
24123,067471,thirties,male
24124,039183,thirties,male
24125,085177,teens,male
24126,045493,twenties,female
24127,129077,twenties,male
24128,064336,fifties,male
24129,002251,twenties,male
24130,015043,teens,male
24131,090889,twenties,male
24132,148100,teens,male
24133,069713,twenties,male
24134,126892,thirties,male
24135,034991,twenties,male
24136,021485,sixties,male
24137,100026,teens,male
24138,145386,sixties,female
24139,035437,twenties,female
24140,072083,thirties,male
24141,060668,twenties,male
24142,040518,twenties,male
24143,041953,fifties,female
24144,105081,fourties,male
24145,048843,fifties,male
24146,098401,twenties,male
24147,110400,fourties,male
24148,099576,fourties,female
24149,060846,twenties,male
24150,126768,fifties,male
24151,106936,thirties,male
24152,014723,twenties,male
24153,014482,teens,male
24154,124981,fifties,male
24155,073924,twenties,male
24156,103469,fourties,male
24157,121379,fourties,male
24158,110927,twenties,female
24159,054350,twenties,male
24160,005076,fifties,female
24161,033791,thirties,male
24162,122951,thirties,male
24163,052667,twenties,female
24164,001899,twenties,male
24165,042626,twenties,male
24166,116326,thirties,male
24167,103732,twenties,male
24168,084482,twenties,male
24169,141956,sixties,male
24170,145058,fifties,female
24171,041192,sixties,male
24172,008650,fifties,male
24173,032520,fourties,male
24174,082107,thirties,female
24175,091964,twenties,male
24176,089627,fifties,male
24177,097814,teens,female
24178,096379,thirties,male
24179,137928,thirties,male
24180,030802,thirties,male
24181,061836,thirties,male
24182,102838,twenties,male
24183,124874,fifties,male
24184,078404,teens,male
24185,006493,fourties,male
24186,078730,fourties,male
24187,146981,twenties,male
24188,009927,thirties,male
24189,131441,twenties,male
24190,010063,teens,male
24191,091357,twenties,male
24192,080628,thirties,male
24193,123097,teens,male
24194,062133,fourties,male
24195,084220,thirties,male
24196,023985,thirties,male
24197,005060,twenties,male
24198,141583,sixties,male
24199,144227,fifties,male
24200,008335,sixties,male
24201,103658,teens,female
24202,049120,twenties,male
24203,121179,fifties,female
24204,101919,twenties,male
24205,147206,teens,female
24206,027779,teens,male
24207,081400,twenties,male
24208,016525,sixties,male
24209,082690,twenties,male
24210,090178,twenties,male
24211,098769,twenties,male
24212,112939,sixties,female
24213,135843,fourties,male
24214,147169,fifties,male
24215,118064,fifties,male
24216,017729,fourties,female
24217,004401,fourties,male
24218,046121,thirties,male
24219,147140,twenties,male
24220,005872,twenties,male
24221,144995,sixties,male
24222,017636,twenties,male
24223,124823,thirties,female
24224,016426,twenties,male
24225,073679,twenties,male
24226,038935,twenties,male
24227,063444,fourties,female
24228,037691,thirties,male
24229,086890,twenties,male
24230,089433,thirties,male
24231,110749,fifties,female
24232,135418,twenties,male
24233,055995,twenties,male
24234,113320,fifties,male
24235,107741,fifties,female
24236,114995,fourties,female
24237,048127,thirties,male
24238,119987,fourties,male
24239,100526,sixties,male
24240,053047,fourties,male
24241,059251,twenties,female
24242,132497,twenties,male
24243,047786,fourties,male
24244,013581,twenties,male
24245,067824,thirties,female
24246,018501,sixties,male
24247,037501,twenties,male
24248,048491,twenties,male
24249,066530,thirties,male
24250,132159,thirties,male
24251,110958,thirties,male
24252,090565,thirties,male
24253,123913,thirties,male
24254,010116,thirties,male
24255,029818,seventies,male
24256,044967,thirties,male
24257,133476,thirties,male
24258,015171,fifties,male
24259,096648,thirties,female
24260,101942,seventies,male
24261,136723,twenties,male
24262,125881,thirties,male
24263,050881,twenties,male
24264,084283,fourties,male
24265,032854,fourties,male
24266,136070,twenties,male
24267,145994,twenties,male
24268,058342,twenties,male
24269,135705,twenties,male
24270,065771,fifties,male
24271,037004,twenties,female
24272,013983,teens,male
24273,050381,twenties,male
24274,066734,teens,male
24275,068914,fifties,female
24276,086204,fourties,male
24277,148021,thirties,male
24278,028570,twenties,male
24279,033485,fourties,male
24280,047173,twenties,male
24281,038161,thirties,male
24282,008544,fifties,female
24283,124359,twenties,male
24284,040276,twenties,male
24285,094066,twenties,male
24286,054914,sixties,male
24287,093279,fourties,male
24288,070472,thirties,male
24289,024237,thirties,male
24290,080378,fourties,male
24291,020520,fifties,male
24292,015079,twenties,male
24293,085515,twenties,male
24294,012855,thirties,male
24295,040508,thirties,male
24296,040946,fifties,female
24297,029161,fourties,male
24298,046307,twenties,male
24299,036456,fifties,male
24300,028319,twenties,male
24301,024892,twenties,male
24302,000802,twenties,male
24303,032742,thirties,male
24304,078477,thirties,male
24305,071566,thirties,female
24306,139086,twenties,male
24307,025760,twenties,male
24308,008867,twenties,male
24309,062440,twenties,male
24310,023098,sixties,male
24311,066070,twenties,male
24312,095635,twenties,male
24313,005663,fourties,male
24314,080563,twenties,male
24315,135188,twenties,male
24316,047594,sixties,male
24317,146761,twenties,female
24318,109720,fourties,male
24319,066030,thirties,male
24320,130558,fourties,male
24321,065711,twenties,male
24322,026115,twenties,male
24323,104966,twenties,female
24324,127657,fourties,male
24325,001571,teens,male
24326,124893,twenties,male
24327,135210,thirties,male
24328,100769,thirties,male
24329,019099,thirties,male
24330,116722,thirties,male
24331,023543,thirties,male
24332,047036,fifties,male
24333,026224,teens,male
24334,058502,twenties,female
24335,035504,thirties,male
24336,028286,twenties,male
24337,000660,thirties,male
24338,108930,fifties,male
24339,106340,twenties,male
24340,111007,sixties,female
24341,136504,twenties,male
24342,077099,fifties,male
24343,022030,twenties,male
24344,146171,fourties,male
24345,076646,twenties,female
24346,043202,twenties,male
24347,018230,fourties,male
24348,069944,thirties,male
24349,096264,fifties,female
24350,127485,twenties,male
24351,106691,fourties,male
24352,087504,twenties,male
24353,106614,thirties,male
24354,113994,fourties,male
24355,081985,fourties,male
24356,089742,fifties,male
24357,012854,thirties,male
24358,056874,twenties,male
24359,146070,sixties,male
24360,014062,sixties,male
24361,056993,twenties,female
24362,040077,thirties,male
24363,096508,fifties,female
24364,097425,teens,male
24365,079889,twenties,male
24366,054897,twenties,male
24367,033516,sixties,male
24368,000485,twenties,male
24369,002981,thirties,male
24370,107118,sixties,male
24371,111514,twenties,male
24372,131075,thirties,male
24373,037774,thirties,male
24374,084386,fifties,female
24375,061628,fourties,male
24376,121722,thirties,female
24377,097673,fourties,male
24378,022126,fifties,female
24379,137045,thirties,male
24380,088126,fourties,male
24381,061373,fourties,male
24382,047250,twenties,male
24383,143658,twenties,male
24384,041614,twenties,male
24385,003259,teens,male
24386,013709,twenties,male
24387,077423,teens,male
24388,019469,twenties,male
24389,055004,thirties,male
24390,066099,thirties,male
24391,095537,thirties,male
24392,005004,thirties,male
24393,129880,thirties,male
24394,033199,fifties,female
24395,078842,twenties,male
24396,139847,twenties,male
24397,107626,thirties,male
24398,046575,seventies,female
24399,114331,thirties,female
24400,068640,thirties,male
24401,032579,thirties,female
24402,009545,twenties,male
24403,010166,twenties,female
24404,022709,twenties,male
24405,022895,fifties,male
24406,081701,twenties,male
24407,019600,fifties,female
24408,124863,thirties,male
24409,052623,twenties,female
24410,015305,twenties,male
24411,064039,seventies,male
24412,008549,fourties,male
24413,016395,thirties,male
24414,031553,teens,female
24415,110803,twenties,male
24416,094190,twenties,male
24417,095584,twenties,male
24418,141204,fourties,male
24419,022957,fifties,female
24420,040857,sixties,male
24421,078688,fourties,female
24422,110077,teens,male
24423,136378,fifties,male
24424,030449,thirties,male
24425,091349,twenties,female
24426,128569,thirties,male
24427,035635,thirties,female
24428,117039,thirties,female
24429,141597,fifties,female
24430,036547,thirties,male
24431,010163,sixties,male
24432,060047,twenties,male
24433,094608,sixties,female
24434,108538,thirties,male
24435,041592,thirties,female
24436,083860,sixties,male
24437,067066,thirties,female
24438,146297,thirties,male
24439,061981,thirties,female
24440,093403,fourties,male
24441,146953,twenties,male
24442,042179,fourties,male
24443,067055,twenties,female
24444,121151,thirties,male
24445,075406,fifties,male
24446,116274,thirties,male
24447,053854,fourties,male
24448,098899,fifties,male
24449,104719,teens,male
24450,129619,thirties,male
24451,009090,fourties,female
24452,107441,twenties,male
24453,024742,thirties,male
24454,114365,fourties,male
24455,003536,teens,female
24456,094900,fourties,male
24457,016370,twenties,male
24458,045402,twenties,male
24459,100382,fourties,male
24460,147749,twenties,female
24461,079310,sixties,male
24462,040736,fourties,male
24463,044883,fourties,female
24464,107929,teens,male
24465,110855,fifties,male
24466,086624,twenties,male
24467,111426,twenties,male
24468,039184,fifties,male
24469,115661,twenties,female
24470,138921,sixties,male
24471,026284,teens,female
24472,143246,fifties,male
24473,111367,fourties,male
24474,136064,sixties,male
24475,002240,twenties,male
24476,039600,fourties,female
24477,095048,thirties,male
24478,038645,twenties,male
24479,141703,thirties,male
24480,037265,thirties,male
24481,068278,thirties,male
24482,104355,sixties,female
24483,145192,twenties,female
24484,143777,thirties,male
24485,027776,twenties,male
24486,131085,thirties,male
24487,070703,fourties,male
24488,052582,thirties,male
24489,018646,teens,male
24490,047243,fifties,female
24491,055751,thirties,male
24492,056684,seventies,male
24493,078900,fifties,female
24494,090748,thirties,female
24495,144585,fourties,male
24496,113153,sixties,male
24497,058061,twenties,male
24498,070488,thirties,male
24499,135776,fourties,male
24500,032306,twenties,male
24501,126990,thirties,male
24502,104559,fifties,male
24503,148412,twenties,male
24504,062848,fourties,male
24505,039124,sixties,female
24506,056738,twenties,male
24507,086945,fourties,female
24508,056867,twenties,male
24509,143789,twenties,male
24510,076070,thirties,male
24511,109801,fifties,female
24512,078740,twenties,female
24513,085551,thirties,male
24514,054446,thirties,female
24515,130739,twenties,male
24516,027461,thirties,female
24517,073933,twenties,male
24518,014949,fifties,female
24519,051239,fifties,female
24520,088139,fourties,male
24521,148216,thirties,female
24522,117629,fifties,female
24523,094374,fourties,male
24524,009826,thirties,male
24525,010942,twenties,male
24526,096600,thirties,male
24527,113787,fifties,female
24528,148474,thirties,female
24529,125435,thirties,male
24530,097714,fifties,male
24531,068866,fourties,male
24532,079696,thirties,female
24533,042781,thirties,female
24534,043452,thirties,male
24535,079913,twenties,male
24536,050744,twenties,male
24537,121846,thirties,male
24538,118339,thirties,male
24539,082054,twenties,male
24540,144199,thirties,male
24541,099158,fifties,male
24542,061483,fifties,male
24543,147132,fifties,female
24544,021821,twenties,female
24545,136102,twenties,male
24546,052029,fourties,male
24547,063950,fourties,male
24548,086417,twenties,male
24549,032568,fourties,female
24550,009197,twenties,male
24551,078573,twenties,male
24552,076768,teens,male
24553,011276,thirties,male
24554,139291,thirties,female
24555,029964,twenties,male
24556,084798,twenties,female
24557,085547,fifties,male
24558,028536,seventies,male
24559,018281,twenties,male
24560,137137,thirties,female
24561,038030,twenties,male
24562,129354,twenties,male
24563,055855,fourties,male
24564,047645,twenties,male
24565,075020,fifties,male
24566,014398,thirties,male
24567,016127,fifties,male
24568,049680,fifties,male
24569,027616,twenties,male
24570,137962,twenties,male
24571,020668,twenties,male
24572,018742,fifties,male
24573,137946,teens,male
24574,100192,thirties,female
24575,015958,teens,male
24576,095268,twenties,male
24577,043009,twenties,male
24578,046684,thirties,male
24579,115327,twenties,male
24580,132966,twenties,female
24581,133797,twenties,male
24582,107460,twenties,female
24583,099367,fourties,male
24584,059720,twenties,male
24585,091714,twenties,male
24586,093894,fourties,male
24587,001334,twenties,male
24588,081863,twenties,male
24589,100609,twenties,female
24590,047622,thirties,male
24591,083989,fourties,female
24592,063846,twenties,male
24593,128617,twenties,female
24594,133229,twenties,male
24595,033780,twenties,female
24596,071676,twenties,male
24597,022295,seventies,male
24598,118961,twenties,male
24599,089521,fourties,male
24600,091385,twenties,male
24601,116892,thirties,female
24602,135740,twenties,female
24603,098335,fourties,male
24604,132289,fourties,female
24605,139343,fourties,male
24606,119229,thirties,male
24607,046657,fifties,male
24608,061708,twenties,male
24609,104423,thirties,male
24610,050593,thirties,female
24611,005054,twenties,male
24612,103824,thirties,male
24613,053614,twenties,male
24614,054503,fifties,male
24615,085453,twenties,male
24616,086846,fifties,female
24617,121146,fourties,male
24618,093468,teens,male
24619,074193,twenties,male
24620,048287,twenties,male
24621,111409,fifties,male
24622,101241,sixties,male
24623,063614,teens,male
24624,056033,teens,female
24625,109567,thirties,male
24626,041076,twenties,male
24627,084297,twenties,male
24628,025086,sixties,male
24629,143101,fourties,male
24630,011137,twenties,male
24631,064588,thirties,male
24632,126171,twenties,male
24633,033245,fifties,male
24634,116450,twenties,male
24635,079653,seventies,male
24636,030157,twenties,male
24637,058651,fifties,female
24638,099760,twenties,male
24639,145688,thirties,female
24640,068375,sixties,male
24641,093430,twenties,male
24642,051946,teens,male
24643,095619,teens,male
24644,059277,thirties,male
24645,083054,twenties,female
24646,055177,twenties,female
24647,134724,twenties,male
24648,017431,seventies,male
24649,079642,fifties,female
24650,141273,thirties,male
24651,112626,fifties,female
24652,013178,fourties,female
